-15.500664865096727, 54.93264698734067
-16.385643203362932, 125.02005148464438
-17.402779565049542, 124.57957485685381
-17.501372624715824, 109.3281937556537
-18.498370008149962, 119.83556447668522
-18.302513619010853, 125.02005148464438
-18.507420752369924, 135.114485075172
-18.398618796379704, 165.22401102382733
-18.896688542873076, 185.63356988296448
-19.407176253592418, 135.114485075172
-19.99272937845837, 165.8081943884714
-20.08937073735684, 200.62209149292627
-20.58716166945481, 235.9874381506128
-20.890618967957792, 225.40425456592916
-21.09640543902544, 210.78434812616837
-21.291854330202035, 216.05691055624195
-21.584223394672502, 255.94340987731212
-21.593231244370095, 290.6201978564052
-22.093274138892465, 235.9874381506128
-22.591086518251622, 276.60892491477034
-22.590357311371342, 311.8762999971299
